         Dat/Zeit;  Wind;Rotor;Leistung;Azimut;   Prod. 1;   Prod. 2;BtrStd 1;BtrStd 2;Gen1-;Lager;Außen;GetrT; Status;Spann;Spann;Spann;Strom-;Strom-;Strom-;CosPh;    Abgabe;     Bezug;  KH-Zähl1;  KH-Zähl2;  KH-DigiE;  KH-DigiI;  KH-Ana-1;  KH-Ana-2;  KH-Ana-3;  KH-Ana-4
28.02.2016, 00:10;4,5;10;184,7;23,2;33945672;1768945;49765;45552;12;51;3;41;0;401;401;399,6;146,6;155,7;154,1;1,01;0;0;0;0;0;0;0;0;0;0
28.02.2016, 00:20;4,8;10;188,6;26,7;33945672;1768979;49765;45552;12;50,8;2,8;41;0;400,7;400,8;399,7;150,9;160,8;158,4;1,002;0;0;0;0;0;0;0;0;0;0
28.02.2016, 00:30;4,7;10;182,4;22,8;33945672;1769006;49765;45552;12;50;2;40,1;0;401;401;400;144;153,3;151,5;1,014;0;0;0;0;0;0;0;0;0;0
28.02.2016, 00:40;4,9;10;188,4;22,1;33945672;1769039;49765;45552;11,4;50;2;40;0;401,1;401,1;399,8;152,6;161,4;159,4;0,993;0;0;0;0;0;0;0;0;0;0
28.02.2016, 00:50;4,8;10;189,4;16,7;33945672;1769073;49765;45552;11;50;2;40;0;401,2;401,7;400,5;150,2;159,1;157,2;1,012;0;0;0;0;0;0;0;0;0;0
28.02.2016, 01:00;4,9;10;213,7;18,7;33945672;1769105;49765;45553;11;50,5;2;40;0;401,9;401,7;400,5;170,6;179,8;177,6;1,007;0;0;0;0;0;0;0;0;0;0
28.02.2016, 01:10;4,9;10;202,9;23,5;33945672;1769111;49765;45553;12;51;2;40;0;402;402;401;172;181;179;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 01:20;4,9;10;202,9;23,5;33945672;1769111;49765;45553;12;51;2;40;0;402;402;401;172;181;179;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 01:30;4,9;10;202,9;23,5;33945672;1769111;49765;45553;12;51;2;40;0;402;402;401;172;181;179;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 01:40;4,9;10;202,9;23,5;33945672;1769111;49765;45553;12;51;2;40;0;402;402;401;172;181;179;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 01:50;4,9;10;202,9;23,5;33945672;1769111;49765;45553;12;51;2;40;0;402;402;401;172;181;179;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 02:00;4,9;10;202,9;23,5;33945672;1769111;49765;45553;12;51;2;40;0;402;402;401;172;181;179;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 02:10;4,9;10;202,9;23,5;33945672;1769111;49765;45553;12;51;2;40;0;402;402;401;172;181;179;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 02:20;5,3;10;271,7;22,5;33945672;1769439;49765;45554;14,1;52;2;40,7;0;402,2;402,3;401;221,5;230,3;228,2;1,008;0;0;0;0;0;0;0;0;0;0
28.02.2016, 02:30;5,8;10;301,7;20,7;33945672;1769492;49765;45554;16,2;53;2;41;0;402,4;402,4;401,2;241,4;250,1;248,7;1,013;0;0;0;0;0;0;0;0;0;0
28.02.2016, 02:40;5,4;10;284,8;23;33945672;1769535;49765;45554;16,9;52,8;2;41;0;402,5;402,7;401,2;230;238,7;237;1,002;0;0;0;0;0;0;0;0;0;0
28.02.2016, 02:50;5;10;221,1;18,2;33945672;1769574;49765;45554;16,6;51,6;2;41;0;401,8;401,8;401;179,4;187,7;186;0,995;0;0;0;0;0;0;0;0;0;0
28.02.2016, 03:00;5,2;10;228,1;18,2;33945672;1769613;49765;45555;15,4;51;2;41;0;401,8;402;401;183,7;192,3;190;1,003;0;0;0;0;0;0;0;0;0;0
28.02.2016, 03:10;5,6;10;295;19,4;33945672;1769667;49765;45555;15;52;2;41;0;402;402,2;401,3;236,8;246;242,9;1,011;0;0;0;0;0;0;0;0;0;0
28.02.2016, 03:20;5,5;9,4;291,2;23,5;33945672;1769706;49765;45555;16,1;52,6;2;41;0;401,9;401,9;400,9;230,2;238,7;236,6;0,974;0;0;0;0;0;0;0;0;0;0
28.02.2016, 03:30;5,5;6,4;156,3;23,9;33945673;1769727;49765;45555;16,5;47,7;2;40,2;0;401,2;401,4;400;139,7;145,6;141,5;0,612;0;0;0;0;0;0;0;0;0;0
28.02.2016, 03:40;5,7;9,6;260,1;23,8;33945673;1769731;49765;45555;16;52,4;2;39,5;0;401,9;402,1;401;210,8;223,2;213;0,983;141;0;0;0;0;0;0;0;0;0
28.02.2016, 03:50;5,8;10;271,3;23,8;33945673;1769755;49765;45555;16;53;2;39,5;0;402;402,2;401,2;218,1;231,1;220,4;1,022;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 04:00;5,8;10;271,3;23,8;33945673;1769755;49765;45555;16;53;2;39,5;0;402;402,2;401,2;218,1;231,1;220,4;1,022;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 04:10;5,8;10;271,3;23,8;33945673;1769755;49765;45555;16;53;2;39,5;0;402;402,2;401,2;218,1;231,1;220,4;1,022;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 04:20;5,8;10;271,3;23,8;33945673;1769755;49765;45555;16;53;2;39,5;0;402;402,2;401,2;218,1;231,1;220,4;1,022;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 04:30;5,8;10;271,3;23,8;33945673;1769755;49765;45555;16;53;2;39,5;0;402;402,2;401,2;218,1;231,1;220,4;1,022;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 04:40;5,8;10;271,3;23,8;33945673;1769755;49765;45555;16;53;2;39,5;0;402;402,2;401,2;218,1;231,1;220,4;1,022;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 04:50;5,5;10;252,5;23,4;33945673;1769764;49765;45556;15,4;53;1,9;40,6;0;401,8;401,9;400,8;202,7;216,1;203,7;1,02;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 05:00;4,6;10;177,3;22,1;33945673;1769986;49765;45556;13,3;53,3;1,6;45,3;0;401;401;399,6;141,5;156,2;137,2;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 05:10;4,6;10;177,3;22,1;33945673;1769986;49765;45556;13,3;53,3;1,6;45,3;0;401;401;399,6;141,5;156,2;137,2;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 05:20;4,6;10;177,3;22,1;33945673;1769986;49765;45556;13,3;53,3;1,6;45,3;0;401;401;399,6;141,5;156,2;137,2;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 05:30;4,6;10;177,3;22,1;33945673;1769986;49765;45556;13,3;53,3;1,6;45,3;0;401;401;399,6;141,5;156,2;137,2;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 05:40;4,6;10;177,3;22,1;33945673;1769986;49765;45556;13,3;53,3;1,6;45,3;0;401;401;399,6;141,5;156,2;137,2;1,013;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 05:50;4,9;10;203,9;25,5;33945673;1770231;49765;45557;12,7;52,7;1,3;43,9;0;400,8;401;399,8;163,3;178,7;159,8;1,012;0;0;0;0;0;0;0;0;0;0
28.02.2016, 06:00;5,4;10;228;28,8;33945673;1770266;49765;45557;12;52;1,4;42;0;401;401,3;400,3;180,5;198;178,8;1,022;0;0;0;0;0;0;0;0;0;0
28.02.2016, 06:10;5,3;10;216,8;28,2;33945673;1770305;49765;45558;12;52;1,5;42;0;401;401,2;400,4;173,7;190,8;172,4;1,009;0;0;0;0;0;0;0;0;0;0
28.02.2016, 06:20;4,8;10;200,3;29,5;33945673;1770340;49765;45558;12;51,1;2;41,7;0;400,8;400,8;400;159,3;177,4;159,8;1,008;0;0;0;0;0;0;0;0;0;0
28.02.2016, 06:30;4,8;10;185,4;29,5;33945673;1770369;49765;45558;11,8;51;2;41;0;400,8;401,3;400,2;146,7;165,1;147,9;1,009;0;0;0;0;0;0;0;0;0;0
28.02.2016, 06:40;4,7;10;195;30,6;33945673;1770404;49765;45558;11;51;2;41;0;400,7;400,8;400;154,3;172,5;154,9;1,013;0;0;0;0;0;0;0;0;0;0
28.02.2016, 06:50;4,8;10;200;29,1;33945673;1770434;49765;45558;11;51;2;41;0;400,8;401,2;400,3;159,1;177,8;159,5;1,006;0;0;0;0;0;0;0;0;0;0
28.02.2016, 07:00;4,9;10;201,2;29,2;33945673;1770470;49765;45558;11;51;1,1;41;0;400,1;400,5;399,4;159,8;177,7;160,2;1,012;0;0;0;0;0;0;0;0;0;0
28.02.2016, 07:10;5;10;239,6;37,5;33945673;1770505;49765;45559;11;51;1,2;41;0;400;399,8;398,8;193,7;210,1;191,6;1,008;0;0;0;0;0;0;0;0;0;0
28.02.2016, 07:20;5,5;10;273,3;42;33945673;1770554;49765;45559;12,2;52;2;41;0;400,2;400,5;399,5;217,6;233,7;214;1,027;0;0;0;0;0;0;0;0;0;0
28.02.2016, 07:30;5,7;10;279,7;42,5;33945673;1770597;49765;45559;13,6;52;2;41;0;400,4;401;399,8;223,4;239,1;218,6;1,026;0;0;0;0;0;0;0;0;0;0
28.02.2016, 07:40;5,9;10;311,4;44;33945673;1770652;49765;45559;14,5;52,8;2,1;41;0;400,8;400,8;399,7;255,8;262;246,3;1,017;0;0;0;0;0;0;0;0;0;0
28.02.2016, 07:50;6,3;10;339,5;44,7;33945673;1770712;49765;45559;16,9;53,4;3;41;0;399,8;399,8;398,5;292,5;273,4;271,2;1,017;0;0;0;0;0;0;0;0;0;0
28.02.2016, 08:00;6;10;323;46,5;33945673;1770761;49765;45559;18,7;53;3;41;0;399;399,1;398,1;276,1;258,2;254,9;1,026;0;0;0;0;0;0;0;0;0;0
28.02.2016, 08:10;5,7;10;272,1;44,6;33945673;1770825;49765;45560;18,5;52,8;3;41,8;0;398,7;398,1;397,1;241,8;222,3;221,3;0,998;0;0;0;0;0;0;0;0;0;0
28.02.2016, 08:20;5,6;10;277;43,1;33945673;1770854;49765;45560;18,2;52,9;3;41,9;0;398,3;398;397;247,7;228;227,2;0,991;0;0;0;0;0;0;0;0;0;0
28.02.2016, 08:30;5,4;10;257,7;43,4;33945673;1770894;49765;45560;18;53;3;41,6;0;398;397,8;396,8;225,6;206,7;204,9;1,019;0;0;0;0;0;0;0;0;0;0
28.02.2016, 08:40;5,4;10;210,9;40,8;33945673;1770931;49765;45560;17,1;52,1;3;41;0;397,7;397,7;396,4;186,9;169,5;165,1;1,019;0;0;0;0;0;0;0;0;0;0
28.02.2016, 08:50;4,6;10;178,1;42,7;33945673;1770962;49765;45560;15,7;51,2;3;41;0;398,2;398,4;396,7;158,7;142,9;137;1,024;0;0;0;0;0;0;0;0;0;0
28.02.2016, 09:00;4,9;10;200,5;45;33945673;1770993;49765;45560;14,4;51,1;3,7;41;0;398,7;398,9;397,5;173,4;157,1;151,6;1,045;0;0;0;0;0;0;0;0;0;0
28.02.2016, 09:10;4,1;10;104,4;44,2;33945673;1771014;49765;45561;13,5;50,2;3,1;41;0;398,4;398,1;396,7;102,7;81,6;81,8;0,999;0;0;0;0;0;0;0;0;0;0
28.02.2016, 09:20;3,1;10;36;43,6;33945673;1771020;49765;45561;11,6;47,7;3,1;40,2;0;397,7;397,5;396,2;53,2;33;30,1;0,778;0;0;0;0;0;0;0;0;0;0
28.02.2016, 09:30;2,5;10;1,7;42,4;33945673;1771020;49765;45561;10,2;46,3;3,8;39,7;0;397,3;396,9;395,8;35;34;14;0,01;0;0;0;0;0;0;0;0;0;0
28.02.2016, 09:40;2,4;10;6,9;33,3;33945673;1771020;49765;45561;9,2;46,7;4;40,2;0;397,1;397;395,7;35,4;31,4;10,9;0,247;0;0;0;0;0;0;0;0;0;0
28.02.2016, 09:50;2,4;9,8;-5,1;36,2;33945673;1771020;49765;45561;8,6;46,9;4;40,9;0;396,3;396,3;395,3;19,3;23,3;16;0;0;0;0;0;0;0;0;0;0;0
28.02.2016, 10:00;2,1;9,2;0,1;41,4;33945673;1771020;49765;45561;7,2;46,8;5;41,5;0;396,5;396,3;395;2;2,5;2;0,055;0;0;0;0;0;0;0;0;0;0
28.02.2016, 10:10;2,1;9,1;0,2;17,1;33945673;1771020;49765;45561;6;47;5;41,3;0;396,3;396,6;395,1;2,1;2,6;2,1;0,073;0;0;0;0;0;0;0;0;0;0
28.02.2016, 10:20;2,5;9,8;0,2;20,3;33945673;1771020;49765;45561;5;47;5;42;0;396,2;396,1;395,2;2;2,4;2,1;0,087;0;0;0;0;0;0;0;0;0;0
28.02.2016, 10:30;2,9;9,6;7,5;24,5;33945673;1771021;49765;45561;5;47,6;5;42;0;395,9;396,1;394,9;29,1;30,2;30,1;0;0;0;0;0;0;0;0;0;0;0
28.02.2016, 10:40;2,9;10;14,5;26,6;33945673;1771023;49765;45562;6;48,1;5,8;42,8;0;396,2;395,9;395;17;18;18,3;0,583;0;0;0;0;0;0;0;0;0;0
28.02.2016, 10:50;3;10;36,5;25,1;33945673;1771028;49765;45562;6,8;49,1;6;43;0;396,1;396,2;395;32,9;33,3;34,8;0,826;0;0;0;0;0;0;0;0;0;0
28.02.2016, 11:00;2,1;9,6;-3,3;25,6;33945673;1771028;49765;45562;6,9;49;6;43,7;0;395,5;395,6;394,1;16,4;16,4;15,4;0;0;0;0;0;0;0;0;0;0;0
28.02.2016, 11:10;2,6;10,7;0,2;9,2;33945673;1771028;49765;45562;6,5;48,8;6;44;0;395,4;395,4;394,1;2;2,1;1,8;0,105;0;0;0;0;0;0;0;0;0;0
28.02.2016, 11:20;2,6;10,6;0,2;15,8;33945673;1771028;49765;45562;6;48,9;6;44;0;394,9;395,1;394;2;2;1,4;0,1;0;0;0;0;0;0;0;0;0;0
28.02.2016, 11:30;2,9;10,5;0,1;10,4;33945673;1771028;49765;45562;6;49,6;6;44;0;395,4;395,5;394,1;2;2;1,4;0,083;0;0;0;0;0;0;0;0;0;0
28.02.2016, 11:40;3;10;36,1;0,5;33945673;1771032;49765;45562;5,8;50,2;6;44,5;0;395,5;395,4;394,5;39,3;47,3;45,5;0,685;0;0;0;0;0;0;0;0;0;0
28.02.2016, 11:50;3,5;10;57,5;5,1;33945673;1771039;49765;45562;6,9;50,8;6;44,9;0;395,4;395,6;394,4;43,7;56;47,9;1,003;0;0;0;0;0;0;0;0;0;0
28.02.2016, 12:00;3,4;10;38,4;5,7;33945673;1771047;49765;45562;7,9;51,5;6,2;45,2;0;395,2;395,3;394,3;29,3;41,5;35;0,906;0;0;0;0;0;0;0;0;0;0
28.02.2016, 12:10;2,9;10;30,9;9,4;33945673;1771054;49765;45562;8,5;49,9;7;44,5;0;395,7;396;394,5;31;40;36,6;0,502;0;0;0;0;0;0;0;0;0;0
28.02.2016, 12:20;3,1;10;41,3;2,9;33945673;1771060;49765;45563;8,9;49,2;7;43,5;0;395,8;395,8;394,7;35;46,9;39,9;0,809;0;0;0;0;0;0;0;0;0;0
28.02.2016, 12:30;3,2;10;37,7;319,9;33945673;1771067;49765;45563;9;48,6;7;43;0;396;395,9;394,8;32,8;43,2;37,6;0,744;0;0;0;0;0;0;0;0;0;0
28.02.2016, 12:40;3,8;10;82,1;356,8;33945673;1771081;49765;45563;9,2;49,2;7;42;0;396,7;396,4;395,2;62,9;75,1;65,3;1,025;0;0;0;0;0;0;0;0;0;0
28.02.2016, 12:50;4,5;10;144,2;38,7;33945673;1771103;49765;45563;9,9;50,2;7;42;0;397;396,9;395,7;117;128,7;118;0,999;0;0;0;0;0;0;0;0;0;0
28.02.2016, 13:00;5,2;10;225,3;0;33945673;1771142;49765;45563;11,4;51,7;7;42,1;0;398;398,1;397;176,1;189,3;178,1;1,042;0;0;0;0;0;0;0;0;0;0
28.02.2016, 13:10;4,9;10;191,1;3,8;33945673;1771169;49765;45563;12,8;52;7;42,9;0;397,5;397,6;396,6;156,5;169,5;158,7;0,987;0;0;0;0;0;0;0;0;0;0
28.02.2016, 13:20;5;10;201,1;6,2;33945673;1771201;49765;45564;13,4;51,9;7;42,8;0;398,7;398,5;397,2;175;157,9;158,7;1,023;0;0;0;0;0;0;0;0;0;0
28.02.2016, 13:30;3,8;10;91,3;8,1;33945673;1771218;49765;45564;13,8;50,8;7;42;0;398,4;397,8;396,1;94,2;62,4;76,1;1,016;0;0;0;0;0;0;0;0;0;0
28.02.2016, 13:40;4,4;10;138,8;312,3;33945673;1771240;49765;45564;13;50,6;7;42;0;398,1;397,9;396,2;129,9;96,6;113,9;1,072;0;0;0;0;0;0;0;0;0;0
28.02.2016, 13:50;4,5;10;129,7;345,7;33945673;1771261;49765;45564;13;50,7;7;42;0;398;398;396,5;127,5;93,4;111,8;0,989;0;0;0;0;0;0;0;0;0;0
28.02.2016, 14:00;4,4;10;138,5;359,3;33945673;1771285;49765;45564;13,4;50,9;7;42;0;398,5;398;396,5;133,2;99,5;117,2;1,015;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 14:10;4,4;10;138,5;359,3;33945673;1771285;49765;45564;13,4;50,9;7;42;0;398,5;398;396,5;133,2;99,5;117,2;1,015;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 14:20;4,4;10;138,5;359,3;33945673;1771285;49765;45564;13,4;50,9;7;42;0;398,5;398;396,5;133,2;99,5;117,2;1,015;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 14:30;4,4;10;138,5;359,3;33945673;1771285;49765;45564;13,4;50,9;7;42;0;398,5;398;396,5;133,2;99,5;117,2;1,015;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 14:40;4,4;10;138,5;359,3;33945673;1771285;49765;45564;13,4;50,9;7;42;0;398,5;398;396,5;133,2;99,5;117,2;1,015;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 14:50;4,4;10;138,5;359,3;33945673;1771285;49765;45564;13,4;50,9;7;42;0;398,5;398;396,5;133,2;99,5;117,2;1,015;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 15:00;4,4;10;138,5;359,3;33945673;1771285;49765;45564;13,4;50,9;7;42;0;398,5;398;396,5;133,2;99,5;117,2;1,015;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 15:10;4,4;10;138,5;359,3;33945673;1771285;49765;45564;13,4;50,9;7;42;0;398,5;398;396,5;133,2;99,5;117,2;1,015;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 15:20;5,3;10;188;52,4;33945749;1771443;49765;45565;17;53;7;43,1;0;398;398;396,9;157,6;165,3;157,4;0,979;0;0;0;0;0;0;0;0;0;0
28.02.2016, 15:30;5,3;10;228;15,3;33945749;1771486;49765;45565;17,8;53,7;7;43;0;398,7;398,5;397,5;184,5;196,8;186,2;1,001;0;0;0;0;0;0;0;0;0;0
28.02.2016, 15:40;4,7;10;156,2;11,7;33945749;1771512;49765;45566;17,8;52,6;7;43;0;398,3;398,3;397,3;135,2;141,8;134,1;0,934;0;0;0;0;0;0;0;0;0;0
28.02.2016, 15:50;4,6;10;165,8;8,5;33945749;1771542;49765;45566;17,4;52,1;7;43;0;398,5;398;396,8;157;128,6;139,4;0,99;0;0;0;0;0;0;0;0;0;0
28.02.2016, 16:00;4,8;10;167;9,8;33945749;1771568;49765;45566;17;52;7;43;0;398,3;398,3;396,5;155,4;119,4;140,6;1,013;0;0;0;0;0;0;0;0;0;0
28.02.2016, 16:10;4,9;10;169,6;1,4;33945749;1771598;49765;45566;16,1;52;7;43;0;398,7;397,9;396,8;167,9;131,2;153,7;0,95;0;0;0;0;0;0;0;0;0;0
28.02.2016, 16:20;4,6;10;153,7;3,7;33945749;1771626;49765;45566;16;52,2;7;43;0;398;397,8;396,5;145,9;110,6;130,7;1,01;0;0;0;0;0;0;0;0;0;0
28.02.2016, 16:30;4,6;10;140,2;4,1;33945749;1771649;49765;45566;15,8;51,6;7;43;0;398;397,9;396,5;136,7;101,5;121,2;0,992;0;0;0;0;0;0;0;0;0;0
28.02.2016, 16:40;5,2;10;242,1;356,7;33945749;1771697;49765;45567;16,1;53,4;7;43;0;398,5;398,4;397;212;187;202,5;1,013;0;0;0;0;0;0;0;0;0;0
28.02.2016, 16:50;4,4;10;168,3;359,1;33945749;1771721;49765;45567;16,9;52,4;7;43;0;397,6;397,5;395,9;145,4;125,6;139;1,045;0;0;0;0;0;0;0;0;0;0
28.02.2016, 17:00;3,9;10;94,5;2,3;33945749;1771738;49765;45567;15,8;50,7;7;42,4;0;397;397,1;395,7;86,3;67,4;80;1,035;0;0;0;0;0;0;0;0;0;0
28.02.2016, 17:10;4,1;10;90,4;6,2;33945749;1771752;49765;45567;14,7;50,1;7;42;0;396,6;396,3;395,3;84,9;65,6;78,4;1,008;0;0;0;0;0;0;0;0;0;0
28.02.2016, 17:20;3,5;10;52,4;4,5;33945749;1771762;49765;45567;13,8;48,5;7;41,5;0;396,1;396,1;394,8;56,9;37,2;49,5;0,924;0;0;0;0;0;0;0;0;0;0
28.02.2016, 17:30;4,1;10;111,8;12,3;33945749;1771782;49765;45567;13;49;6,1;41;0;396,4;395,9;395;102,7;83,2;96,3;1,019;0;0;0;0;0;0;0;0;0;0
28.02.2016, 17:40;4,5;10;148,1;10,5;33945749;1771803;49765;45568;13;49,7;6;41;0;396,4;396;395;133,3;114;127,5;1,001;0;0;0;0;0;0;0;0;0;0
28.02.2016, 17:50;4,2;10;149,2;13,5;33945749;1771837;49765;45568;13,1;50,1;6;41;0;396,1;396,1;395,1;134,1;114,6;128,2;1,005;0;0;0;0;0;0;0;0;0;0
28.02.2016, 18:00;4,7;10;179,4;11,3;33945749;1771864;49765;45568;13,9;50,9;6;41;0;395,8;395,6;394,6;151,8;148,6;152,8;1,001;0;0;0;0;0;0;0;0;0;0
28.02.2016, 18:10;5,1;10;195,5;8,3;33945749;1771900;49765;45568;14;51;6;41;0;395;395;394;157,5;173,2;166,4;0,998;0;0;0;0;0;0;0;0;0;0
28.02.2016, 18:20;4,8;10;188,3;8,6;33945749;1771930;49765;45568;14,5;51;6;41;0;395;395;393,8;150,4;166;159,9;1,003;0;0;0;0;0;0;0;0;0;0
28.02.2016, 18:30;4,6;10;163;8,8;33945749;1771960;49765;45568;14,2;51;6;41;0;394,5;394,5;393,8;127,8;142,8;137,9;1,013;0;0;0;0;0;0;0;0;0;0
28.02.2016, 18:40;4,7;10;187,9;9,4;33945749;1771989;49765;45569;14;51;5,3;41;0;394,5;394,5;393,5;146,8;162,3;156,6;1,023;0;0;0;0;0;0;0;0;0;0
28.02.2016, 18:50;4,9;10;186,7;15,2;33945749;1772022;49765;45569;14;51;5;41;0;394,7;394,7;393,7;146,5;162,1;156,7;1,019;0;0;0;0;0;0;0;0;0;0
28.02.2016, 19:00;4,5;10;153,6;15,2;33945749;1772045;49765;45569;14;50,4;5;41;0;394,7;394,6;393,9;117,5;133;128,8;1,028;0;0;0;0;0;0;0;0;0;0
28.02.2016, 19:10;4,5;10;146,7;18,1;33945749;1772070;49765;45569;13,5;50;5;41;0;394,7;394,5;394;112,4;128,1;124,8;1,02;0;0;0;0;0;0;0;0;0;0
28.02.2016, 19:20;4,9;10;202,2;15,5;33945749;1772101;49765;45569;13,1;50,7;5;41;0;395,5;395,4;394,8;157,7;174;167,5;1,024;0;0;0;0;0;0;0;0;0;0
28.02.2016, 19:30;4,7;10;166,8;15,4;33945749;1772132;49765;45569;14;51;5;41;0;395,8;395,8;395;129,9;145,2;141,4;1,014;0;0;0;0;0;0;0;0;0;0
28.02.2016, 19:40;5;10;206,4;13,5;33945749;1772167;49765;45570;14;51;5;41;0;396,2;396,1;395,2;164,2;181,2;174,1;1,007;0;0;0;0;0;0;0;0;0;0
28.02.2016, 19:50;5;10;201,9;10,4;33945749;1772199;49765;45570;14;51;5;41;0;396,8;397;395,9;161,9;178,9;172,2;0,992;0;0;0;0;0;0;0;0;0;0
28.02.2016, 20:00;4,9;10;211,6;13,8;33945749;1772234;49765;45570;14,5;51,1;5;41;0;396,8;397;396;165,1;182,5;175,1;1,022;0;0;0;0;0;0;0;0;0;0
28.02.2016, 20:10;4,8;10;182,4;12,8;33945749;1772267;49765;45570;14,8;51,2;5;41;0;396,8;396,8;395,5;141,1;158;152;1,023;0;0;0;0;0;0;0;0;0;0
28.02.2016, 20:20;4,5;10;161;13,8;33945749;1772292;49765;45570;14;50,6;5;41;0;396,8;397;396;125;142,1;136,9;1,007;0;0;0;0;0;0;0;0;0;0
28.02.2016, 20:30;4,6;10;151,9;13,2;33945749;1772319;49765;45570;13,5;50;5;41;0;397,1;397;396;115,7;132;127,7;1,024;0;0;0;0;0;0;0;0;0;0
28.02.2016, 20:40;4,6;10;148,4;8,8;33945749;1772341;49765;45571;13;50;5;41;0;397,1;397,1;396;110,8;127,4;123,5;1,039;0;0;0;0;0;0;0;0;0;0
28.02.2016, 20:50;4,7;10;163,1;13,3;33945749;1772371;49765;45571;12,1;49,8;5;41;0;397,3;397,3;395,7;124,2;141;136,5;1,025;0;0;0;0;0;0;0;0;0;0
28.02.2016, 21:00;5;10;193,9;15,1;33945749;1772401;49765;45571;12,5;50;4,1;41;0;397,1;397,3;396;151,5;168,5;162,3;1,013;0;0;0;0;0;0;0;0;0;0
28.02.2016, 21:10;5,2;10;225,9;19,2;33945749;1772443;49765;45571;13,2;51;4;41;0;397,4;397,5;396,7;180,6;197,7;190,4;1;0;0;0;0;0;0;0;0;0;0
28.02.2016, 21:20;5;10;209,5;27;33945749;1772475;49765;45571;13,9;51,2;4;41;0;397,4;397,5;396,3;168;185,1;178,1;0,994;0;0;0;0;0;0;0;0;0;0
28.02.2016, 21:30;4,7;10;167,2;29;33945749;1772506;49765;45571;14;50,8;4;41;0;397,2;397,4;396,4;132,2;149;143,2;0,992;0;0;0;0;0;0;0;0;0;0
28.02.2016, 21:40;4;10;112,3;35,6;33945749;1772525;49765;45572;13,1;49,6;4;41;0;397;397;396;85,3;101,1;98,9;0,995;0;0;0;0;0;0;0;0;0;0
28.02.2016, 21:50;3,9;10;99,3;34,9;33945749;1772540;49765;45572;12,1;49;4;40,1;0;397;397;396;74,9;90,4;89,1;0,989;0;0;0;0;0;0;0;0;0;0
28.02.2016, 22:00;4,6;10;148,3;31,2;33945749;1772565;49765;45572;11;49;4;40;0;397;397;396;113,8;130,8;126,4;1,006;0;0;0;0;0;0;0;0;0;0
28.02.2016, 22:10;4,9;10;178,7;33,2;33945749;1772568;49765;45572;11,5;49,7;4;40;0;397,1;397,5;396,5;142,2;159,2;153,2;0,988;139;0;0;0;0;0;0;0;0;0
28.02.2016, 22:20;5;10;182,1;33,5;33945749;1772589;49765;45572;11,6;49,8;4;40;0;397,2;397,6;396,6;145,4;162,4;156,2;0,987;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 22:30;5;10;182,1;33,5;33945749;1772589;49765;45572;11,6;49,8;4;40;0;397,2;397,6;396,6;145,4;162,4;156,2;0,987;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 22:40;5;10;182,1;33,5;33945749;1772589;49765;45572;11,6;49,8;4;40;0;397,2;397,6;396,6;145,4;162,4;156,2;0,987;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 22:50;5;10;182,1;33,5;33945749;1772589;49765;45572;11,6;49,8;4;40;0;397,2;397,6;396,6;145,4;162,4;156,2;0,987;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 23:00;5;10;182,1;33,5;33945749;1772589;49765;45572;11,6;49,8;4;40;0;397,2;397,6;396,6;145,4;162,4;156,2;0,987;1198;21;0;0;0;0;0;0;0;0
28.02.2016, 23:10;5;10;182,1;33,5;33945749;1772589;49765;45572;11,6;49,8;4;40;0;397,2;397,6;396,6;145,4;162,4;156,2;0,987;1198;21;0;0;0;0;0;0;0;0
